raceid,HasGateTrigger (3/3),uuid,Updated At,HUMAN_TRIGGER
2025100300312,89.04,T003D0C0,2025-11-30 13:32:32.221531+00:00,
2025100302001,13.84,T020D0C0,2025-11-30 06:05:40.497088+00:00,
2025100302003,3.04,T020D0C0,2025-11-30 14:09:10.883886+00:00,
2025100302005,3.44,T020D0C0,2025-11-30 18:07:46.995252+00:00,
2025100302006,17.44,T020D0C0,2025-11-30 06:21:07.872255+00:00,
2025100302010,22.64,T020D0C0,2025-11-30 08:54:37.617448+00:00,
2025100400102,201.64,T001D0C0,2025-11-30 16:20:48.855177+00:00,
2025100401903,50.24,T019D0C0,2025-11-30 09:51:29.093887+00:00,
2025100401909,43.84,T019D0C0,2025-11-30 11:46:13.320363+00:00,
2025100401911,30.44,T019D0C0,2025-11-30 07:59:44.292804+00:00,
2025100402002,250.04,T020D0C0,2025-11-30 18:25:24.632383+00:00,
2025100402003,18.64,T020D0C0,2025-11-30 23:37:52.247523+00:00,
2025100402004,22.44,T020D0C0,2025-11-30 09:15:00.571283+00:00,
2025100410101,180.84,T101D0C0,2025-11-30 21:13:00.619747+00:00,
2025100500106,1923.04,T001D0C0,2025-11-30 08:05:59.915030+00:00,
2025100500107,1739.04,T001D0C0,2025-11-30 10:49:22.441421+00:00,
2025100500108,1289.44,T001D0C0,2025-11-30 19:50:13.937529+00:00,
2025100500109,899.24,T001D0C0,2025-11-30 11:42:57.086062+00:00,
2025100500110,872.44,T001D0C0,2025-11-30 16:57:09.954228+00:00,
2025100500111,6.84,T001D0C0,2025-11-30 19:40:19.409843+00:00,
2025100500112,24.84,T001D0C0,2025-11-30 20:14:11.295259+00:00,
2025100500802,133.44,T008D0C0,2025-11-30 07:20:12.352221+00:00,
2025100500803,88.04,T008D0C0,2025-11-30 07:23:48.189699+00:00,
2025100500804,172.24,T008D0C0,2025-11-30 10:36:47.380065+00:00,
2025100500805,204.84,T008D0C0,2025-11-30 10:06:47.716670+00:00,
2025100500806,195.24,T008D0C0,2025-11-30 09:56:25.531227+00:00,
2025100502005,52.04,T020D0C0,2025-11-30 23:25:45.546396+00:00,
2025100502008,22.04,T020D0C0,2025-11-30 16:31:00.778684+00:00,
2025100502010,28.24,T020D0C0,2025-11-30 08:55:48.687144+00:00,
2025100502011,22.24,T020D0C0,2025-11-30 15:45:51.694855+00:00,
2025100502012,16.04,T020D0C0,2025-11-30 11:12:01.313377+00:00,
2025100502902,11.04,T029D0C0,2025-11-30 17:35:23.109637+00:00,
2025100502907,49.24,T029D0C0,2025-11-30 13:03:01.916352+00:00,
2025100502909,12.24,T029D0C0,2025-11-30 17:53:42.953621+00:00,
2025100502910,132.64,T029D0C0,2025-11-30 10:34:52.557994+00:00,
2025100510106,202.64,T101D0C0,2025-11-30 04:51:57.344662+00:00,
2025100510109,380.84,T101D0C0,2025-11-30 22:43:48.747914+00:00,
2025100600301,124.24,T003D0C0,2025-11-30 18:46:06.975602+00:00,
2025100600302,2.44,T003D0C0,2025-11-30 15:29:34.012971+00:00,
2025100600303,4.24,T003D0C0,2025-11-30 23:32:10.189764+00:00,
2025100700110,5.04,T001D0C0,2025-11-30 15:47:00.048738+00:00,
2025100700111,64.24,T001D0C0,2025-11-30 18:05:20.282667+00:00,
2025100700607,37.24,T006D0C0,2025-11-30 04:51:54.720546+00:00,
2025100700611,304.24,T006D0C0,2025-11-30 22:34:15.249564+00:00,
2025100700612,179.04,T006D0C0,2025-11-30 10:43:00.838474+00:00,
2025100801901,148.64,T019D0C0,2025-11-30 23:48:44.968682+00:00,
2025100801905,43.24,T019D0C0,2025-11-30 11:59:46.491744+00:00,
2025100801906,19.04,T019D0C0,2025-11-30 21:21:38.867085+00:00,
2025100801907,9.64,T019D0C0,2025-11-30 14:00:36.303084+00:00,
2025100801908,15.44,T019D0C0,2025-11-30 13:19:46.538283+00:00,
2025100802003,29.84,T020D0C0,2025-11-30 16:20:01.183132+00:00,
2025100802005,19.44,T020D0C0,2025-11-30 19:17:57.747899+00:00,
2025100802006,30.84,T020D0C0,2025-11-30 16:38:38.250471+00:00,
2025100802007,25.24,T020D0C0,2025-11-30 20:43:26.429955+00:00,
2025100802008,14.84,T020D0C0,2025-11-30 08:27:47.918170+00:00,
2025100802012,230.84,T020D0C0,2025-11-30 22:29:03.000218+00:00,
2025100804501,15.24,T045D0C0,2025-11-29 15:58:02.514612+00:00,
2025100807609,197.04,T076D0C0,2025-11-30 21:15:43.013130+00:00,
2025100807611,135.24,T076D0C0,2025-11-30 06:11:25.458448+00:00,
2025100900701,217.84,T007D0C0,2025-11-30 06:40:58.955737+00:00,
2025100900703,154.04,T007D0C0,2025-11-30 10:23:26.664250+00:00,
2025100900704,109.24,T007D0C0,2025-11-30 13:21:40.100392+00:00,
2025100900705,144.24,T007D0C0,2025-11-30 21:25:49.529439+00:00,
2025100900706,190.04,T007D0C0,2025-11-30 22:15:33.427420+00:00,
2025100900707,136.84,T007D0C0,2025-11-30 10:39:50.000763+00:00,
2025100900708,179.24,T007D0C0,2025-11-30 13:35:56.496231+00:00,
2025100900709,39.64,T007D0C0,2025-11-30 23:45:51.990115+00:00,
2025100900710,227.24,T007D0C0,2025-11-30 10:31:46.868341+00:00,
2025100904502,207.24,T045D0C0,2025-11-29 16:02:07.931116+00:00,
2025100904503,211.04,T045D0C0,2025-11-29 15:24:44.135416+00:00,
2025100904504,199.44,T045D0C0,2025-11-29 15:42:52.925857+00:00,
2025100904505,43.24,T045D0C0,2025-11-29 15:51:34.090943+00:00,
2025100904506,1.04,T045D0C0,2025-11-29 16:06:43.907807+00:00,
2025100904507,220.04,T045D0C0,2025-11-29 14:24:17.930582+00:00,
2025100904508,14.64,T045D0C0,2025-11-29 15:39:58.069810+00:00,
2025100904509,220.04,T045D0C0,2025-11-29 16:03:59.026423+00:00,
2025100904510,220.04,T045D0C0,2025-11-29 16:33:51.336717+00:00,
2025100904511,52.24,T045D0C0,2025-11-29 16:00:16.913091+00:00,
2025100904512,206.04,T045D0C0,2025-11-29 16:00:40.469288+00:00,
2025100910102,44.04,T101D0C0,2025-11-30 21:48:08.066007+00:00,
2025100910103,179.04,T101D0C0,2025-11-30 05:10:55.091322+00:00,
2025100910109,216.64,T101D0C0,2025-11-30 05:42:53.470732+00:00,
2025100910110,196.84,T101D0C0,2025-11-30 23:48:37.272401+00:00,
2025101000104,153.24,T001D0C0,2025-11-30 14:57:18.523927+00:00,
2025101000106,43.04,T001D0C0,2025-11-30 13:15:33.196612+00:00,
2025101000108,220.44,T001D0C0,2025-11-30 13:13:08.049548+00:00,
2025101000109,24.44,T001D0C0,2025-11-30 22:13:59.586348+00:00,
2025101000110,323.04,T001D0C0,2025-11-30 19:54:40.720768+00:00,
2025101000112,30.04,T001D0C0,2025-11-30 19:23:30.847726+00:00,
2025101000304,84.04,T003D0C0,2025-11-30 07:20:22.423964+00:00,
2025101000305,12.04,T003D0C0,2025-11-30 15:01:00.552137+00:00,
2025101000311,60.24,T003D0C0,2025-11-30 23:35:50.428987+00:00,
2025101005503,106.24,T055D0C0,2025-11-30 20:45:37.350959+00:00,
2025101005504,120.64,T055D0C0,2025-11-30 06:13:07.598246+00:00,
2025101101901,60.44,T019D0C0,2025-11-30 18:15:37.634803+00:00,
2025101101903,20.04,T019D0C0,2025-11-30 10:26:38.761391+00:00,
2025101101905,17.84,T019D0C0,2025-11-30 09:29:42.672726+00:00,
2025101101906,33.44,T019D0C0,2025-11-30 22:47:09.266369+00:00,
2025101101912,16.24,T019D0C0,2025-11-30 09:33:49.411255+00:00,
2025101101913,30.44,T019D0C0,2025-11-30 18:31:59.817316+00:00,
2025101102001,13.44,T020D0C0,2025-11-30 12:42:31.289905+00:00,
2025101102003,37.24,T020D0C0,2025-11-30 16:53:38.488766+00:00,
2025101102004,21.44,T020D0C0,2025-11-30 05:42:33.889623+00:00,
2025101102005,49.24,T020D0C0,2025-11-30 12:04:24.364807+00:00,
2025101105506,196.84,T055D0C0,2025-11-30 19:11:45.285124+00:00,
2025101105507,32.64,T055D0C0,2025-11-30 11:23:44.496195+00:00,
2025101105508,248.84,T055D0C0,2025-11-30 07:39:19.970894+00:00,
2025101200805,209.84,T008D0C0,2025-11-30 05:32:43.711242+00:00,
2025101200806,17.44,T008D0C0,2025-11-30 08:45:48.032387+00:00,
2025101202007,25.64,T020D0C0,2025-11-30 22:32:32.511707+00:00,
2025101202009,22.44,T020D0C0,2025-11-30 05:21:07.088124+00:00,
2025101202011,22.44,T020D0C0,2025-11-30 22:04:11.510055+00:00,
2025101202012,38.64,T020D0C0,2025-11-30 15:10:08.943068+00:00,
2025101202902,66.84,T029D0C0,2025-11-30 08:04:46.734233+00:00,
2025101202910,119.64,T029D0C0,2025-11-30 10:07:01.296153+00:00,
2025101204501,216.84,T045D0C0,2025-11-29 15:55:50.083332+00:00,
2025101300302,194.84,T003D0C0,2025-11-30 23:19:36.534269+00:00,
2025101300701,118.24,T007D0C0,2025-11-30 08:30:40.708183+00:00,
2025101300702,115.24,T007D0C0,2025-11-30 06:19:22.946046+00:00,
2025101300705,50.04,T007D0C0,2025-11-30 14:53:05.015114+00:00,
2025101300706,13.24,T007D0C0,2025-11-30 07:29:59.881789+00:00,
2025101300709,30.44,T007D0C0,2025-11-30 14:25:30.174529+00:00,
2025101304502,210.24,T045D0C0,2025-11-29 16:10:13.730609+00:00,
2025101304503,210.44,T045D0C0,2025-11-29 14:54:04.278474+00:00,
2025101304504,23.84,T045D0C0,2025-11-29 16:39:40.260553+00:00,
2025101304505,161.84,T045D0C0,2025-11-29 14:41:40.690318+00:00,
2025101304506,188.84,T045D0C0,2025-11-29 14:24:31.015209+00:00,
2025101304508,223.04,T045D0C0,2025-11-29 14:59:16.370372+00:00,
2025101304509,43.84,T045D0C0,2025-11-29 16:54:54.143606+00:00,
2025101304510,211.04,T045D0C0,2025-11-29 15:34:56.484745+00:00,
2025101304511,186.04,T045D0C0,2025-11-29 16:33:16.766975+00:00,
2025101304512,208.04,T045D0C0,2025-11-29 16:29:00.262617+00:00,
2025101400101,43.64,T001D0C0,2025-11-30 20:11:56.413521+00:00,
2025101400102,9.44,T001D0C0,2025-11-30 18:38:37.125756+00:00,
2025101400103,24.64,T001D0C0,2025-11-30 14:51:46.059277+00:00,
2025101400104,23.24,T001D0C0,2025-11-30 23:18:34.903802+00:00,
2025101400109,37.24,T001D0C0,2025-11-30 23:48:57.985735+00:00,
2025101400111,12.64,T001D0C0,2025-11-30 11:37:34.884765+00:00,
2025101400112,40.24,T001D0C0,2025-11-30 14:34:10.261791+00:00,
2025101400113,40.24,T001D0C0,2025-11-30 07:37:00.914886+00:00,
2025101400306,191.64,T003D0C0,2025-11-30 18:22:57.999939+00:00,
2025101400308,203.24,T003D0C0,2025-11-30 20:46:41.146752+00:00,
2025101400309,205.04,T003D0C0,2025-11-30 15:21:05.831302+00:00,
2025101400310,14.64,T003D0C0,2025-11-30 18:20:51.756610+00:00,
2025101400311,214.04,T003D0C0,2025-11-30 05:03:22.053696+00:00,
2025101400312,218.64,T003D0C0,2025-11-30 14:36:13.162226+00:00,
2025101400313,334.04,T003D0C0,2025-11-30 22:22:36.590888+00:00,
2025101400612,93.64,T006D0C0,2025-11-30 09:08:26.640948+00:00,
2025101407601,113.24,T076D0C0,2025-11-30 19:05:16.206217+00:00,
2025101500101,34.04,T001D0C0,2025-11-30 23:56:09.747682+00:00,
2025101500104,33.04,T001D0C0,2025-11-30 13:54:37.890882+00:00,
2025101500108,34.04,T001D0C0,2025-11-30 19:21:19.226919+00:00,
2025101500109,1353.44,T001D0C0,2025-11-30 13:42:25.728128+00:00,
2025101500110,1159.64,T001D0C0,2025-11-30 05:09:33.040803+00:00,
2025101500111,1085.44,T001D0C0,2025-11-30 08:16:01.605896+00:00,
2025101500801,109.24,T008D0C0,2025-11-30 04:54:55.319415+00:00,
2025101500803,209.64,T008D0C0,2025-11-30 09:19:06.758207+00:00,
2025101500805,91.44,T008D0C0,2025-11-30 06:43:40.407820+00:00,
2025101501905,44.64,T019D0C0,2025-11-30 06:36:40.286591+00:00,
2025101501906,20.84,T019D0C0,2025-11-30 13:18:21.891394+00:00,
2025101502001,23.44,T020D0C0,2025-11-30 12:46:25.556924+00:00,
2025101502004,17.44,T020D0C0,2025-11-30 12:04:16.282387+00:00,
2025101502005,20.44,T020D0C0,2025-11-30 07:51:23.388822+00:00,
2025101502006,22.04,T020D0C0,2025-11-30 20:07:33.335247+00:00,
2025101502007,15.24,T020D0C0,2025-11-30 16:13:44.375879+00:00,
2025101502008,17.24,T020D0C0,2025-11-30 14:03:27.628085+00:00,
2025101502010,7.04,T020D0C0,2025-11-30 15:10:18.184144+00:00,
2025101504501,164.04,T045D0C0,2025-11-29 16:01:07.137570+00:00,
2025101507604,159.24,T076D0C0,2025-11-30 12:14:18.242102+00:00,
2025101600101,37.04,T001D0C0,2025-12-01 00:19:39.381850+00:00,
2025101600701,153.84,T007D0C0,2025-11-30 16:30:38.116366+00:00,
2025101600702,118.04,T007D0C0,2025-11-30 18:52:04.755170+00:00,
2025101600703,142.44,T007D0C0,2025-11-30 19:03:10.918131+00:00,
2025101600708,5.24,T007D0C0,2025-11-30 13:46:31.565247+00:00,
2025101600709,96.84,T007D0C0,2025-11-30 23:38:24.287523+00:00,
2025101600710,212.64,T007D0C0,2025-11-30 14:19:22.645966+00:00,
2025101602002,12.44,T020D0C0,2025-11-30 18:57:46.623758+00:00,
2025101602003,211.04,T020D0C0,2025-11-30 09:08:27.995040+00:00,
2025101602004,14.24,T020D0C0,2025-11-30 13:51:02.380935+00:00,
2025101602006,17.04,T020D0C0,2025-11-30 10:01:57.950729+00:00,
2025101602009,232.24,T020D0C0,2025-11-30 19:24:33.467110+00:00,
2025101602010,2.44,T020D0C0,2025-11-30 21:31:21.986887+00:00,
2025101602011,117.84,T020D0C0,2025-11-30 21:52:28.107654+00:00,
2025101604502,217.04,T045D0C0,2025-11-29 16:51:46.003106+00:00,
2025101604504,217.04,T045D0C0,2025-11-29 14:27:05.279270+00:00,
2025101604505,223.04,T045D0C0,2025-11-29 16:37:52.838536+00:00,
2025101604506,213.44,T045D0C0,2025-11-29 15:18:53.770418+00:00,
2025101604507,19.04,T045D0C0,2025-11-29 15:34:39.979117+00:00,
2025101604508,229.04,T045D0C0,2025-11-29 15:49:50.317658+00:00,
2025101604510,210.04,T045D0C0,2025-11-29 16:55:38.335945+00:00,
2025101604511,40.24,T045D0C0,2025-11-29 14:33:58.557168+00:00,
2025101700102,4.24,T001D0C0,2025-11-30 11:26:36.650430+00:00,
2025101700103,25.04,T001D0C0,2025-12-01 00:18:46.556034+00:00,
2025101700105,27.64,T001D0C0,2025-11-30 22:37:46.693364+00:00,
2025101700108,220.44,T001D0C0,2025-11-30 16:23:06.573587+00:00,
2025101700109,37.44,T001D0C0,2025-11-30 08:48:26.718963+00:00,
2025101700110,142.64,T001D0C0,2025-11-30 15:49:59.614726+00:00,
2025101700111,155.64,T001D0C0,2025-12-01 00:14:47.403916+00:00,
2025101700303,35.84,T003D0C0,2025-11-30 11:47:50.400553+00:00,
2025101700304,35.84,T003D0C0,2025-11-30 15:45:39.061263+00:00,
2025101700305,55.04,T003D0C0,2025-11-30 18:00:12.880837+00:00,
2025101700306,145.04,T003D0C0,2025-11-30 13:10:41.349968+00:00,
2025101700307,70.04,T003D0C0,2025-11-30 18:32:30.025664+00:00,
2025101700308,157.64,T003D0C0,2025-11-30 23:43:30.795432+00:00,
2025101700310,8.84,T003D0C0,2025-11-30 22:04:28.966786+00:00,
2025101700312,17.24,T003D0C0,2025-11-30 15:40:08.258831+00:00,
2025101800307,218.64,T003D0C0,2025-11-30 07:46:17.743485+00:00,
2025101800309,117.84,T003D0C0,2025-11-30 23:11:07.191143+00:00,
2025101801902,45.24,T019D0C0,2025-11-30 11:56:46.213624+00:00,
2025101801910,19.24,T019D0C0,2025-11-30 18:45:33.991987+00:00,
2025101801911,18.04,T019D0C0,2025-11-30 11:04:22.967484+00:00,
2025101801912,30.24,T019D0C0,2025-11-30 20:34:45.945175+00:00,
2025101802002,31.04,T020D0C0,2025-11-30 14:33:51.890148+00:00,
2025101802003,212.84,T020D0C0,2025-11-30 13:04:10.318190+00:00,
2025101805505,136.44,T055D0C0,2025-11-30 22:37:05.492161+00:00,
2025101805506,165.04,T055D0C0,2025-11-30 05:38:15.864123+00:00,
2025101805510,236.84,T055D0C0,2025-11-30 07:13:16.250835+00:00,
2025101810101,207.44,T101D0C0,2025-11-30 23:19:18.500447+00:00,
2025101810102,171.64,T101D0C0,2025-11-30 05:59:43.045726+00:00,
2025101900802,212.24,T008D0C0,2025-11-30 08:47:05.436496+00:00,
2025101900803,138.44,T008D0C0,2025-11-30 10:26:51.827707+00:00,
2025101900805,161.24,T008D0C0,2025-11-30 09:54:20.057661+00:00,
2025101900806,188.24,T008D0C0,2025-11-30 06:51:54.954199+00:00,
2025101902005,52.04,T020D0C0,2025-11-30 06:53:42.152086+00:00,
2025101902006,23.04,T020D0C0,2025-11-30 10:29:05.937072+00:00,
2025101902007,2.64,T020D0C0,2025-11-30 22:18:00.408718+00:00,
2025101902008,64.04,T020D0C0,2025-11-30 05:28:33.098937+00:00,
2025101902011,26.44,T020D0C0,2025-11-30 23:15:51.309330+00:00,
2025101902012,3.24,T020D0C0,2025-11-30 19:16:05.495026+00:00,
2025101902903,220.44,T029D0C0,2025-11-30 10:05:02.530498+00:00,
2025101902905,37.24,T029D0C0,2025-11-30 14:45:36.129101+00:00,
2025101902907,6.84,T029D0C0,2025-11-30 11:36:07.013174+00:00,
2025101902909,18.24,T029D0C0,2025-11-30 17:49:16.873139+00:00,
2025101902910,232.04,T029D0C0,2025-11-30 08:02:59.257427+00:00,
2025101904501,37.24,T045D0C0,2025-11-29 16:43:34.202133+00:00,
2025101910104,127.84,T101D0C0,2025-11-30 23:14:23.506846+00:00,
2025102000301,268.24,T003D0C0,2025-11-30 12:48:56.373474+00:00,
2025102000302,20.84,T003D0C0,2025-11-30 07:38:02.180850+00:00,
2025102000304,12.44,T003D0C0,2025-11-30 13:04:44.107861+00:00,
2025102000305,1.44,T003D0C0,2025-11-30 15:28:13.837084+00:00,
2025102000306,36.04,T003D0C0,2025-11-30 09:08:25.582638+00:00,
2025102000307,17.24,T003D0C0,2025-11-30 19:28:01.181893+00:00,
2025102000308,8.64,T003D0C0,2025-11-30 16:24:11.422622+00:00,
2025102000310,4.64,T003D0C0,2025-11-30 17:43:57.223739+00:00,
2025102000311,7.84,T003D0C0,2025-11-30 18:07:47.326735+00:00,
2025102000312,4.64,T003D0C0,2025-11-30 19:28:06.039641+00:00,
2025102000601,234.84,T006D0C0,2025-11-30 09:09:41.320938+00:00,
2025102004502,214.04,T045D0C0,2025-11-29 16:46:50.125919+00:00,
2025102004503,204.64,T045D0C0,2025-11-29 15:47:07.431425+00:00,
2025102004504,194.24,T045D0C0,2025-11-29 15:02:59.405777+00:00,
2025102004505,208.04,T045D0C0,2025-11-29 16:32:56.983338+00:00,
2025102004506,9.24,T045D0C0,2025-11-29 16:55:10.384005+00:00,
2025102004507,25.04,T045D0C0,2025-11-29 16:27:55.939000+00:00,
2025102004508,55.04,T045D0C0,2025-11-29 15:26:57.616463+00:00,
2025102004509,40.04,T045D0C0,2025-11-29 15:49:18.266311+00:00,
2025102004510,31.04,T045D0C0,2025-11-29 16:45:34.395138+00:00,
2025102004511,34.04,T045D0C0,2025-11-29 15:33:06.416533+00:00,
2025102004512,28.04,T045D0C0,2025-11-29 15:54:14.630933+00:00,
2025102100103,41.24,T001D0C0,2025-11-30 07:28:16.854541+00:00,
2025102100104,43.04,T001D0C0,2025-11-30 22:19:02.384883+00:00,
2025102100108,26.44,T001D0C0,2025-11-30 07:03:52.466933+00:00,
2025102100109,9.04,T001D0C0,2025-11-30 19:58:02.188186+00:00,
2025102100111,37.04,T001D0C0,2025-11-30 12:46:00.738535+00:00,
2025102100112,90.64,T001D0C0,2025-11-30 14:10:02.751929+00:00,
2025102100602,208.04,T006D0C0,2025-11-30 07:07:51.058731+00:00,
2025102100607,51.44,T006D0C0,2025-11-30 11:27:58.069565+00:00,
2025102200113,34.04,T001D0C0,2025-11-30 12:11:53.118690+00:00,
2025102201905,42.84,T019D0C0,2025-11-30 14:11:30.810507+00:00,
2025102201906,5.24,T019D0C0,2025-11-30 08:57:06.331629+00:00,
2025102201907,14.44,T019D0C0,2025-11-30 06:49:36.890064+00:00,
2025102201909,25.04,T019D0C0,2025-11-30 11:38:57.127406+00:00,
2025102202001,20.84,T020D0C0,2025-11-30 23:57:02.289018+00:00,
2025102202006,40.64,T020D0C0,2025-11-30 09:13:56.334917+00:00,
2025102202007,42.04,T020D0C0,2025-11-30 23:42:59.750206+00:00,
2025102202008,236.84,T020D0C0,2025-11-30 19:49:49.943567+00:00,
2025102202009,49.04,T020D0C0,2025-11-30 18:43:58.946334+00:00,
2025102204501,33.24,T045D0C0,2025-11-29 14:51:56.680662+00:00,
2025102207605,219.24,T076D0C0,2025-11-30 05:14:45.047534+00:00,
2025102207607,83.04,T076D0C0,2025-11-30 22:10:01.243772+00:00,
2025102207609,129.24,T076D0C0,2025-11-30 20:56:56.420526+00:00,
2025102207610,71.04,T076D0C0,2025-11-30 13:41:01.803128+00:00,
2025102300701,79.44,T007D0C0,2025-11-30 15:27:26.249552+00:00,
2025102300704,123.24,T007D0C0,2025-11-30 12:24:55.677882+00:00,
2025102300705,187.04,T007D0C0,2025-11-30 19:15:29.360500+00:00,
2025102300706,188.04,T007D0C0,2025-11-30 22:46:48.836141+00:00,
2025102300707,140.24,T007D0C0,2025-11-30 12:57:43.015354+00:00,
2025102304502,229.04,T045D0C0,2025-11-29 16:18:16.807907+00:00,
2025102304503,220.04,T045D0C0,2025-11-29 16:49:54.914930+00:00,
2025102304504,33.84,T045D0C0,2025-11-29 15:00:23.953009+00:00,
2025102304505,223.04,T045D0C0,2025-11-29 14:45:09.490356+00:00,
2025102304506,229.04,T045D0C0,2025-11-29 15:38:20.355070+00:00,
2025102304507,232.04,T045D0C0,2025-11-29 14:28:44.239152+00:00,
2025102304508,9.44,T045D0C0,2025-11-29 16:03:01.886524+00:00,
2025102304509,60.24,T045D0C0,2025-11-29 15:14:09.270858+00:00,
2025102304510,36.84,T045D0C0,2025-11-29 15:07:53.288446+00:00,
2025102310103,231.04,T101D0C0,2025-11-30 22:20:42.178386+00:00,
2025102400105,93.24,T001D0C0,2025-11-30 23:33:22.796201+00:00,
2025102400107,130.44,T001D0C0,2025-11-30 14:07:38.874112+00:00,
2025102400109,187.44,T001D0C0,2025-11-30 12:35:56.778775+00:00,
2025102400110,58.44,T001D0C0,2025-11-30 18:40:45.196067+00:00,
2025102400111,196.24,T001D0C0,2025-11-30 10:31:42.417995+00:00,
2025102400112,67.04,T001D0C0,2025-11-30 07:23:56.029065+00:00,
2025102400301,29.44,T003D0C0,2025-11-30 22:17:00.766006+00:00,
2025102400302,82.24,T003D0C0,2025-11-30 07:27:07.431867+00:00,
2025102400303,20.64,T003D0C0,2025-11-30 19:44:52.266738+00:00,
2025102400304,8.04,T003D0C0,2025-11-30 15:34:11.755272+00:00,
2025102400310,6.04,T003D0C0,2025-11-30 21:21:39.266530+00:00,
2025102400312,20.44,T003D0C0,2025-11-30 15:56:50.694367+00:00,
2025102402003,37.04,T020D0C0,2025-11-30 20:05:57.450999+00:00,
2025102402004,30.24,T020D0C0,2025-11-30 13:02:08.978379+00:00,
2025102402005,16.44,T020D0C0,2025-11-30 12:50:12.570844+00:00,
2025102402007,21.64,T020D0C0,2025-11-30 15:25:08.122422+00:00,
2025102402008,10.64,T020D0C0,2025-11-30 05:18:42.727654+00:00,
2025102402009,22.64,T020D0C0,2025-11-30 07:56:39.806577+00:00,
2025102402010,122.64,T020D0C0,2025-11-30 20:51:19.292401+00:00,
2025102402011,189.44,T020D0C0,2025-11-30 05:17:12.845719+00:00,
2025102402012,25.84,T020D0C0,2025-11-30 06:45:36.760206+00:00,
2025102501905,29.24,T019D0C0,2025-11-30 10:54:34.807812+00:00,
2025102501908,28.84,T019D0C0,2025-11-30 06:56:32.652937+00:00,
2025102501911,14.24,T019D0C0,2025-11-30 10:13:54.648347+00:00,
2025102502002,14.04,T020D0C0,2025-11-30 16:36:58.875605+00:00,
2025102505508,145.84,T055D0C0,2025-11-30 22:23:46.227391+00:00,
2025102505510,65.04,T055D0C0,2025-11-30 05:32:29.280696+00:00,
2025102600305,16.44,T003D0C0,2025-11-30 15:59:42.570547+00:00,
2025102600306,9.04,T003D0C0,2025-11-30 21:31:25.753987+00:00,
2025102600308,4.24,T003D0C0,2025-11-30 16:29:07.991345+00:00,
2025102600801,39.04,T008D0C0,2025-11-30 09:36:33.028790+00:00,
2025102600802,109.24,T008D0C0,2025-11-30 05:44:08.448599+00:00,
2025102600803,48.44,T008D0C0,2025-11-30 07:06:36.625542+00:00,
2025102600804,58.44,T008D0C0,2025-11-30 09:16:34.879129+00:00,
2025102600806,106.24,T008D0C0,2025-11-30 05:50:03.243661+00:00,
2025102600807,70.84,T008D0C0,2025-11-30 10:35:25.991671+00:00,
2025102602004,49.24,T020D0C0,2025-11-30 13:19:58.377153+00:00,
2025102602006,12.24,T020D0C0,2025-11-30 22:44:04.001523+00:00,
2025102602007,28.44,T020D0C0,2025-11-30 15:14:24.688946+00:00,
2025102602009,35.44,T020D0C0,2025-11-30 15:48:15.747458+00:00,
2025102602011,263.44,T020D0C0,2025-11-30 07:11:04.873497+00:00,
2025102602901,198.84,T029D0C0,2025-11-30 09:37:19.303611+00:00,
2025102602903,113.64,T029D0C0,2025-11-30 19:22:35.304652+00:00,
2025102602905,30.24,T029D0C0,2025-11-30 11:15:14.510619+00:00,
2025102602907,83.84,T029D0C0,2025-11-30 11:10:48.649576+00:00,
2025102604501,42.64,T045D0C0,2025-11-29 16:02:47.942665+00:00,
2025102605501,54.44,T055D0C0,2025-11-30 14:52:56.093269+00:00,
2025102605504,39.84,T055D0C0,2025-11-30 19:35:14.048505+00:00,
2025102605508,8.64,T055D0C0,2025-11-30 21:44:37.465739+00:00,
2025102700101,66.84,T001D0C0,2025-11-30 20:03:27.242296+00:00,
2025102702909,24.44,T029D0C0,2025-11-30 07:27:59.566497+00:00,
2025102704502,56.04,T045D0C0,2025-11-29 16:24:31.985136+00:00,
2025102704503,39.44,T045D0C0,2025-11-29 15:12:06.760316+00:00,
2025102704504,34.24,T045D0C0,2025-11-29 15:12:40.591708+00:00,
2025102704508,238.04,T045D0C0,2025-11-29 15:22:31.726382+00:00,
2025102704509,24.44,T045D0C0,2025-11-29 15:05:55.053641+00:00,
2025102704510,25.64,T045D0C0,2025-11-29 15:33:15.871684+00:00,
2025102704512,67.24,T045D0C0,2025-11-29 15:01:19.546166+00:00,
2025102704513,207.84,T045D0C0,2025-11-29 16:41:10.827043+00:00,
2025102800105,210.64,T001D0C0,2025-11-30 18:29:14.734223+00:00,
2025102800106,187.84,T001D0C0,2025-11-30 09:23:24.772483+00:00,
2025102800107,34.04,T001D0C0,2025-12-01 00:21:45.808425+00:00,
2025102800108,195.84,T001D0C0,2025-12-01 00:24:14.129259+00:00,
2025102800110,12.84,T001D0C0,2025-11-30 09:48:59.173444+00:00,
2025102800111,205.04,T001D0C0,2025-11-30 10:05:11.350790+00:00,
2025102800112,26.24,T001D0C0,2025-11-30 09:57:09.130349+00:00,
2025102800113,11.64,T001D0C0,2025-12-01 00:24:47.268423+00:00,
2025102800608,46.44,T006D0C0,2025-11-30 11:56:32.587106+00:00,
2025102800611,200.64,T006D0C0,2025-11-30 22:50:30.773650+00:00,
2025102807603,41.04,T076D0C0,2025-11-30 11:58:07.808149+00:00,
2025102900701,18.64,T007D0C0,2025-11-30 05:38:39.859694+00:00,
